age,gender,height,weight,attitude,prepare_hours,class_type,pass_rate,glasses,classhw,care,label
65,M,169,69,Serious,4,Physical,High,1,High,Yes,good
34,F,176,59,Serious,5,Physical,High,0,Low,Yes,good
35,F,149,78,Serious,6,Physical,High,1,Middle,Yes,good
35,M,167,43,Serious,5,Physical,High,0,High,Yes,good
35,M,179,55,Free,2,Online,Low,0,Low,No,bad
51,M,186,70,Serious,3,Physical,High,0,Low,Yes,good
44,F,164,70,Serious,6,Physical,High,1,Low,Yes,good
44,F,168,67,Serious,5,Physical,High,1,High,Yes,good
60,F,179,65,Free,0,Physical,High,1,Low,No,bad
26,M,151,41,Serious,5,Physical,High,1,High,Yes,good
36,F,142,74,Serious,6,Physical,High,0,Middle,Yes,good
46,F,185,99,Serious,6,Physical,High,1,High,Yes,good
30,F,143,70,Serious,3,Physical,High,0,High,Yes,good
33,F,160,71,Free,1,Physical,High,0,Middle,Yes,bad
28,F,141,93,Free,5,Online,Low,1,Low,No,bad
28,M,182,88,Serious,6,Online,High,0,Middle,Yes,bad
28,F,190,65,Serious,5,Physical,High,1,Middle,Yes,good
58,F,169,93,Free,5,Physical,High,1,High,No,bad
52,M,160,50,Free,5,Online,Low,0,Low,Yes,bad
42,M,171,85,Free,1,Physical,Low,1,High,Yes,bad
25,F,160,98,Serious,6,Physical,Low,0,Low,No,bad
35,M,151,93,Serious,4,Physical,High,0,High,Yes,good
36,F,181,83,Serious,3,Physical,High,1,High,Yes,good
29,F,187,98,Serious,5,Physical,High,0,Middle,Yes,good
42,F,188,52,Serious,6,Physical,High,0,Middle,Yes,good
48,M,175,66,Serious,4,Physical,High,1,Low,Yes,good
26,F,158,74,Free,4,Physical,Low,0,High,No,bad
65,F,182,64,Serious,6,Physical,High,1,Middle,Yes,good
61,F,177,44,Serious,5,Physical,High,1,High,Yes,good
43,M,153,97,Serious,6,Physical,High,1,High,Yes,good
40,F,178,46,Serious,5,Physical,Low,0,High,No,bad
57,M,163,95,Serious,6,Physical,High,1,Middle,Yes,good
58,M,167,54,Free,2,Online,High,0,Middle,No,bad
47,M,164,40,Serious,3,Physical,High,0,High,Yes,good
34,F,142,88,Serious,4,Physical,High,0,Middle,Yes,good
34,M,177,89,Serious,3,Physical,High,1,Low,Yes,good
38,F,142,55,Serious,5,Online,Low,0,High,Yes,bad
34,F,187,59,Serious,5,Physical,High,0,Low,Yes,good
28,F,161,74,Serious,3,Physical,High,0,Low,Yes,good
62,M,140,62,Serious,3,Physical,High,0,Middle,Yes,good
52,M,167,51,Free,4,Online,Low,0,Middle,No,bad
50,M,163,80,Free,4,Online,High,0,High,No,bad
55,F,189,45,Free,3,Online,High,0,Low,No,bad
47,M,165,72,Serious,6,Physical,High,0,Low,Yes,good
33,F,140,69,Serious,5,Physical,High,0,High,Yes,good
62,F,162,79,Serious,3,Physical,High,0,High,Yes,good
40,F,170,96,Serious,1,Physical,Low,0,Middle,No,bad
65,F,150,66,Serious,5,Physical,High,0,High,Yes,good
42,F,157,48,Free,0,Online,Low,1,Low,Yes,bad
46,F,185,81,Serious,0,Physical,High,0,High,Yes,bad
61,M,174,100,Free,0,Online,Low,1,Low,No,bad
43,M,156,81,Serious,6,Online,High,1,Low,No,bad
60,M,170,89,Serious,5,Physical,Low,1,Low,No,bad
39,F,181,71,Serious,6,Physical,High,0,Low,Yes,good
26,F,188,80,Serious,4,Physical,High,1,Low,Yes,good
49,F,156,72,Free,3,Online,Low,1,Low,No,bad
45,F,152,81,Serious,4,Physical,High,1,Middle,Yes,good
44,M,152,97,Serious,5,Physical,High,1,Low,Yes,good
58,F,189,74,Serious,5,Physical,High,0,High,Yes,good
63,M,169,63,Serious,4,Physical,High,0,High,Yes,good
50,F,187,85,Free,1,Online,Low,1,Middle,No,bad
46,F,180,63,Serious,5,Physical,High,0,High,Yes,good
62,M,160,89,Serious,6,Physical,High,1,High,Yes,good
57,M,158,72,Serious,6,Physical,High,0,Low,Yes,good
55,M,183,57,Serious,5,Online,High,1,Low,Yes,bad
39,F,175,84,Serious,3,Physical,High,1,Middle,Yes,good
32,M,166,67,Serious,4,Physical,High,0,Middle,Yes,good
48,F,156,88,Serious,4,Physical,High,0,High,Yes,good
28,F,183,98,Serious,5,Online,Low,1,Middle,No,bad
45,F,142,69,Serious,6,Physical,High,1,High,Yes,good
46,F,167,83,Free,2,Physical,Low,1,Middle,No,bad
58,M,146,72,Serious,5,Physical,High,1,Middle,Yes,good
63,F,171,68,Free,2,Online,High,1,Low,Yes,bad
35,M,160,74,Serious,3,Physical,High,0,High,Yes,good
36,F,174,52,Serious,6,Physical,High,0,High,Yes,good
53,M,165,70,Serious,5,Physical,High,0,Middle,Yes,good
26,F,179,40,Serious,3,Physical,High,1,High,Yes,good
58,M,172,87,Serious,6,Physical,High,0,High,Yes,good
35,F,155,89,Serious,6,Physical,High,0,High,Yes,good
50,F,147,84,Serious,5,Physical,Low,1,Middle,Yes,bad
46,M,141,65,Serious,3,Physical,High,0,Middle,Yes,good
45,F,157,59,Serious,5,Physical,High,1,High,Yes,good
32,M,145,57,Serious,5,Online,High,0,Middle,Yes,bad
27,F,170,51,Serious,3,Physical,High,0,Middle,Yes,good
37,F,174,90,Serious,3,Online,High,1,Middle,Yes,bad
37,F,188,47,Serious,5,Physical,High,0,Low,Yes,good
60,F,168,73,Serious,2,Physical,High,0,Middle,No,bad
54,M,182,88,Serious,4,Online,High,1,Low,Yes,bad
43,M,155,49,Serious,6,Physical,High,1,Low,Yes,good
34,M,155,91,Serious,4,Physical,High,1,Middle,Yes,good
49,M,173,54,Serious,5,Physical,High,0,Middle,Yes,good
54,F,180,86,Serious,5,Physical,High,0,Middle,Yes,good
65,M,171,91,Free,6,Online,High,1,Middle,No,bad
41,M,141,90,Serious,3,Physical,High,0,Middle,Yes,good
53,M,147,43,Serious,4,Physical,High,0,Middle,Yes,good
64,M,161,98,Serious,5,Physical,High,0,Middle,Yes,good
29,M,141,56,Serious,2,Online,Low,0,Middle,No,bad
54,M,185,79,Free,4,Physical,High,1,High,No,bad
48,F,153,55,Serious,4,Physical,High,1,Low,Yes,good
32,F,190,45,Free,2,Online,Low,0,Middle,Yes,bad
44,F,183,43,Serious,6,Physical,High,0,Middle,Yes,good
65,M,190,91,Free,0,Online,High,1,Low,Yes,bad
32,F,174,56,Serious,5,Physical,High,0,Middle,Yes,good
26,F,159,54,Serious,5,Physical,High,0,Middle,Yes,good
41,M,157,85,Serious,2,Online,Low,1,High,Yes,bad
53,F,164,89,Serious,4,Physical,High,1,High,Yes,good
63,F,140,83,Free,2,Physical,High,1,Middle,No,bad
65,F,183,44,Free,5,Online,Low,0,Middle,Yes,bad
48,F,167,48,Serious,4,Physical,High,0,Low,Yes,good
55,F,154,85,Serious,1,Online,High,0,Low,No,bad
37,F,169,80,Serious,4,Physical,High,1,Middle,Yes,good
58,F,162,88,Serious,5,Online,Low,1,High,Yes,bad
35,M,163,73,Serious,5,Physical,High,0,High,Yes,good
65,M,140,45,Serious,5,Physical,High,1,Middle,Yes,good
47,F,155,96,Serious,5,Physical,High,0,High,Yes,good
28,M,174,98,Serious,5,Physical,High,0,Low,Yes,good
33,F,142,77,Serious,6,Physical,High,1,Low,Yes,good
29,M,147,60,Free,0,Physical,High,1,Low,No,bad
45,M,158,99,Serious,4,Physical,Low,1,High,Yes,bad
36,F,184,48,Free,2,Physical,High,0,Low,Yes,bad
63,F,180,97,Serious,6,Physical,High,0,Middle,No,bad
50,F,150,90,Serious,2,Online,Low,0,Middle,Yes,bad
59,F,140,59,Serious,1,Physical,Low,0,Middle,Yes,bad
30,F,156,57,Serious,4,Physical,High,1,Low,Yes,good
64,F,173,94,Serious,4,Physical,High,0,Middle,Yes,good
46,F,158,47,Serious,3,Physical,High,0,Middle,Yes,good
31,M,176,67,Serious,3,Physical,High,1,Middle,Yes,good
35,F,173,98,Serious,5,Physical,High,0,Low,Yes,good
64,M,153,65,Serious,3,Physical,High,1,Middle,Yes,good
48,F,168,40,Serious,0,Physical,Low,1,Low,No,bad
64,F,189,98,Serious,4,Physical,High,0,High,Yes,good
39,M,188,99,Serious,3,Online,Low,0,High,No,bad
38,M,156,89,Serious,5,Physical,High,1,Low,Yes,good
41,M,174,70,Serious,3,Online,High,1,Middle,No,bad
38,F,170,78,Serious,2,Online,Low,1,High,Yes,bad
43,M,145,93,Serious,6,Physical,High,1,Low,Yes,good
52,M,144,91,Serious,6,Physical,High,1,Middle,Yes,good
48,F,161,47,Serious,3,Physical,High,0,Middle,Yes,good
54,F,154,86,Free,2,Online,High,1,High,No,bad
41,F,166,70,Free,3,Physical,High,0,Middle,No,bad
47,M,159,83,Serious,6,Physical,High,0,Middle,No,bad
41,F,178,40,Serious,6,Physical,High,0,High,Yes,good
25,M,148,93,Serious,2,Online,High,0,High,Yes,bad
47,F,176,72,Serious,5,Physical,High,0,Low,Yes,good
41,F,163,98,Serious,4,Physical,High,0,Low,Yes,good
27,F,142,88,Serious,4,Physical,High,1,High,Yes,good
49,M,172,92,Free,4,Online,Low,0,Middle,No,bad
41,F,150,72,Serious,3,Physical,High,0,High,Yes,good
26,M,167,58,Free,6,Online,Low,0,High,No,bad
37,M,166,69,Serious,5,Physical,Low,1,High,No,bad
36,F,169,95,Serious,6,Physical,High,1,Middle,Yes,good
60,M,163,61,Serious,4,Physical,High,0,High,Yes,good
46,M,185,59,Serious,4,Physical,High,1,Middle,Yes,good
63,M,184,65,Serious,4,Physical,High,1,Low,Yes,good
37,F,148,51,Free,6,Physical,High,0,Middle,No,bad
35,F,176,72,Free,5,Physical,High,0,High,No,bad
34,M,141,67,Serious,1,Online,High,1,Low,Yes,bad
57,M,167,48,Serious,6,Physical,High,1,Low,Yes,good
48,M,144,48,Serious,5,Physical,High,0,Middle,Yes,good
61,F,180,49,Serious,1,Physical,High,0,Low,Yes,bad
63,F,189,54,Serious,6,Physical,High,0,Low,Yes,good
40,F,144,69,Serious,3,Physical,High,0,Middle,Yes,good
51,M,141,46,Serious,4,Physical,Low,1,Low,No,bad
58,M,150,47,Serious,6,Physical,High,0,High,Yes,good
60,F,146,58,Serious,5,Physical,High,0,High,Yes,good
51,F,157,95,Serious,3,Physical,High,1,High,Yes,good
61,F,152,93,Serious,5,Physical,High,0,Low,Yes,good
37,M,144,86,Serious,3,Physical,High,1,Middle,Yes,good
34,M,170,43,Serious,6,Physical,High,1,Middle,Yes,good
48,F,152,86,Serious,5,Online,Low,0,Middle,No,bad
65,F,162,69,Serious,5,Physical,Low,1,High,No,bad
31,M,187,91,Serious,4,Physical,High,0,Middle,Yes,good
43,F,166,89,Serious,3,Physical,High,0,Middle,Yes,good
62,F,146,95,Free,1,Online,Low,1,Middle,No,bad
47,F,168,90,Free,6,Online,Low,0,Middle,No,bad
53,M,184,64,Serious,4,Physical,High,1,Low,Yes,good
37,M,181,53,Free,2,Physical,High,0,Middle,Yes,bad
62,M,168,64,Serious,4,Physical,High,0,Middle,Yes,good
27,F,176,48,Serious,0,Online,Low,0,Low,No,bad
41,F,171,77,Free,2,Online,High,1,Low,No,bad
46,M,144,98,Serious,4,Physical,High,1,Low,Yes,good
60,F,157,58,Serious,5,Physical,Low,0,Low,No,bad
55,F,178,55,Serious,3,Physical,High,0,Low,Yes,good
38,M,170,68,Serious,5,Online,High,1,Middle,Yes,bad
42,M,144,54,Serious,5,Physical,High,0,Middle,Yes,good
55,M,165,65,Serious,4,Physical,High,0,High,Yes,good
49,M,144,88,Serious,3,Physical,High,1,Low,Yes,good
34,F,170,75,Free,5,Physical,Low,1,Low,Yes,bad
52,F,146,42,Free,6,Online,High,1,Middle,No,bad
60,F,187,40,Free,6,Online,High,1,Low,Yes,bad
64,M,165,92,Serious,6,Physical,High,0,High,Yes,good
28,F,140,98,Serious,3,Physical,High,0,Low,Yes,good
40,M,168,41,Serious,2,Physical,Low,1,Low,No,bad
42,F,182,79,Serious,4,Physical,High,0,High,Yes,good
65,M,167,44,Free,1,Physical,High,0,Middle,Yes,bad
32,F,169,48,Serious,3,Physical,High,1,Middle,Yes,good
28,M,176,55,Serious,6,Physical,High,1,Middle,Yes,good
34,F,154,93,Serious,4,Physical,High,0,High,Yes,good
30,F,158,54,Serious,6,Physical,High,1,Low,Yes,good
52,M,162,65,Free,2,Online,Low,0,Low,Yes,bad
60,F,147,100,Serious,6,Physical,Low,0,Middle,Yes,bad
42,M,166,78,Free,1,Online,Low,0,Low,No,bad
45,F,177,41,Serious,4,Physical,High,0,High,Yes,good
30,F,162,83,Free,1,Online,Low,0,Middle,Yes,bad
30,M,148,94,Serious,3,Physical,High,1,Low,Yes,good
47,F,184,76,Serious,5,Physical,High,0,Low,Yes,good
48,F,180,89,Serious,3,Online,Low,0,High,No,bad
55,M,182,63,Serious,3,Physical,High,0,Low,Yes,good
61,M,164,88,Serious,5,Physical,High,1,Middle,Yes,good
43,M,188,73,Serious,3,Physical,High,1,High,Yes,good
64,M,170,49,Free,6,Online,High,1,High,No,bad
42,M,140,67,Free,0,Online,High,1,High,Yes,bad
61,M,149,45,Serious,5,Physical,High,0,Middle,Yes,good
61,F,149,63,Serious,3,Physical,High,1,High,Yes,good
48,F,146,52,Serious,5,Physical,High,0,High,Yes,good
65,M,144,64,Serious,4,Physical,High,0,Low,No,bad
26,F,181,92,Free,5,Online,Low,1,High,No,bad
31,M,179,70,Free,2,Physical,Low,1,High,Yes,bad
27,F,182,52,Serious,5,Physical,High,0,High,Yes,good
46,M,147,73,Serious,3,Physical,High,1,Middle,Yes,good
48,M,183,44,Serious,4,Physical,High,0,Low,Yes,good
45,M,168,88,Free,6,Online,Low,1,Low,Yes,bad
55,M,157,42,Serious,6,Physical,High,1,Low,Yes,good
41,F,140,87,Serious,3,Physical,High,0,Middle,Yes,good
47,F,153,58,Serious,5,Physical,High,0,High,Yes,good
32,M,140,45,Free,4,Physical,High,1,Low,Yes,bad
64,M,152,89,Free,2,Physical,Low,0,Low,No,bad
47,F,168,66,Serious,5,Physical,High,1,High,Yes,good
28,F,151,82,Serious,4,Physical,High,1,High,Yes,good
26,F,172,68,Serious,6,Physical,High,1,High,Yes,good
46,M,145,47,Free,4,Online,High,0,Low,No,bad
48,F,159,71,Serious,5,Physical,High,1,High,Yes,good
34,F,147,92,Serious,4,Physical,High,1,Low,Yes,good
35,F,190,52,Serious,4,Online,High,1,High,Yes,bad
50,F,161,44,Free,0,Online,Low,1,Middle,Yes,bad
61,M,170,67,Free,1,Physical,High,1,Middle,Yes,bad
25,F,187,83,Serious,6,Physical,Low,0,High,No,bad
30,F,171,80,Serious,3,Physical,High,0,Low,Yes,good
57,M,170,48,Serious,0,Online,Low,1,Low,No,bad
29,F,169,41,Serious,3,Physical,High,1,Low,Yes,good
54,M,156,77,Free,3,Physical,High,1,Low,No,bad
28,M,175,83,Serious,5,Physical,Low,1,Low,No,bad
44,F,144,64,Free,4,Physical,High,0,Middle,No,bad
41,F,147,99,Serious,5,Physical,High,0,Low,Yes,good
50,F,178,50,Serious,3,Physical,High,0,High,Yes,good
34,M,168,46,Free,3,Online,Low,0,High,Yes,bad
29,F,182,59,Serious,5,Physical,High,1,High,Yes,good
62,F,174,88,Serious,6,Physical,High,0,Middle,Yes,good
53,F,186,99,Serious,5,Physical,High,1,Low,Yes,good
43,F,143,94,Serious,5,Physical,High,1,Low,Yes,good
32,F,175,46,Serious,3,Physical,High,1,Middle,Yes,good
58,F,143,52,Serious,2,Online,Low,0,Middle,Yes,bad
55,F,189,66,Serious,5,Online,Low,0,Middle,Yes,bad
41,M,151,50,Free,4,Physical,High,1,Low,No,bad
25,M,175,95,Serious,1,Online,Low,1,High,Yes,bad
39,M,167,97,Free,6,Online,High,0,Middle,No,bad
30,M,179,88,Serious,3,Physical,High,1,High,Yes,good
53,F,182,76,Serious,4,Physical,High,0,Low,Yes,good
26,M,159,76,Serious,6,Physical,Low,0,Middle,No,bad
34,M,157,95,Serious,5,Physical,High,1,Low,Yes,good
64,F,169,92,Serious,0,Online,High,1,Middle,No,bad
33,M,156,49,Serious,3,Physical,High,1,Low,No,bad
49,F,190,60,Serious,4,Physical,High,0,Middle,Yes,good
64,M,154,47,Serious,6,Physical,High,0,Low,Yes,good
36,F,175,71,Serious,3,Physical,High,1,Middle,Yes,good
45,M,149,65,Free,1,Physical,High,0,High,Yes,bad
39,F,188,99,Serious,6,Physical,High,0,Low,Yes,good
33,F,164,58,Serious,5,Physical,High,1,Low,Yes,good
48,M,154,82,Free,6,Physical,Low,0,Middle,Yes,bad
48,M,171,58,Serious,3,Physical,High,0,Middle,Yes,good
55,F,163,56,Free,5,Physical,Low,0,High,Yes,bad
36,M,189,66,Serious,1,Physical,Low,1,High,No,bad
53,F,174,87,Serious,4,Physical,High,1,Low,Yes,good
43,F,186,81,Serious,5,Physical,High,0,Middle,Yes,good
35,M,141,69,Serious,0,Online,High,1,Middle,Yes,bad
60,M,161,51,Serious,5,Online,Low,1,Middle,No,bad
65,M,157,98,Serious,5,Physical,High,0,Low,Yes,good
55,F,162,91,Serious,3,Online,High,0,High,Yes,bad
29,M,174,80,Serious,6,Physical,High,0,Low,Yes,good
57,F,146,62,Serious,3,Physical,High,1,Low,Yes,good
59,F,157,73,Serious,3,Physical,High,1,Low,Yes,good
26,F,183,87,Serious,3,Physical,Low,0,High,No,bad
46,F,173,70,Serious,3,Physical,High,0,High,Yes,good
61,M,147,43,Free,6,Online,Low,0,Middle,No,bad
46,M,158,43,Free,5,Physical,Low,0,Low,Yes,bad
28,M,159,46,Free,5,Physical,Low,1,Low,Yes,bad
65,F,179,100,Free,0,Physical,High,1,Low,Yes,bad
25,F,156,88,Serious,5,Physical,High,0,High,Yes,good
60,F,140,93,Serious,1,Online,Low,0,Low,Yes,bad
60,M,180,45,Serious,2,Online,Low,0,Middle,No,bad
36,F,170,66,Serious,4,Physical,High,0,High,Yes,good
47,F,173,76,Serious,5,Physical,High,1,High,Yes,good
41,F,175,45,Serious,6,Physical,High,0,High,Yes,good
30,M,180,95,Serious,1,Physical,Low,1,Middle,Yes,bad
47,M,146,51,Serious,4,Physical,High,1,Middle,Yes,good
35,F,149,60,Serious,3,Physical,High,1,High,Yes,good
41,F,144,92,Serious,4,Physical,High,1,Middle,Yes,good
51,M,170,61,Serious,4,Physical,High,0,High,Yes,good
29,F,161,58,Serious,3,Physical,High,1,High,Yes,good
51,F,153,98,Serious,3,Physical,High,0,Low,Yes,good
63,F,171,89,Serious,5,Physical,High,0,High,Yes,good
59,M,189,81,Serious,3,Physical,High,0,Low,Yes,good
42,F,178,85,Serious,0,Online,Low,1,Middle,No,bad
48,M,154,58,Serious,3,Physical,High,0,High,Yes,good
61,F,170,55,Serious,3,Online,High,0,Low,Yes,bad
53,F,186,59,Serious,6,Physical,High,1,Middle,Yes,good
57,M,146,68,Free,2,Physical,High,1,Low,No,bad
52,M,156,53,Free,5,Online,High,0,Middle,Yes,bad
58,F,162,68,Serious,3,Physical,High,1,High,Yes,good
61,F,190,64,Free,6,Physical,Low,1,Low,Yes,bad
51,F,157,93,Serious,4,Physical,High,0,Middle,Yes,good
26,F,165,84,Serious,2,Online,Low,1,Middle,No,bad
52,M,168,80,Serious,3,Physical,High,1,Middle,Yes,good
31,F,154,51,Serious,0,Online,High,0,High,Yes,bad
58,F,149,84,Free,4,Physical,High,0,Low,Yes,bad
62,F,141,68,Serious,3,Physical,Low,0,Low,Yes,bad
52,F,167,61,Free,3,Online,High,0,High,Yes,bad
57,F,170,87,Serious,2,Physical,High,0,Middle,No,bad
37,F,186,79,Serious,6,Physical,High,0,High,Yes,good
54,F,181,44,Serious,3,Physical,High,0,Middle,Yes,good
29,F,155,51,Free,5,Physical,High,1,High,No,bad
37,M,184,42,Free,2,Online,Low,1,Low,Yes,bad
30,F,153,81,Free,2,Physical,Low,0,Low,No,bad
29,M,180,41,Serious,0,Online,Low,0,Low,Yes,bad
59,F,188,78,Serious,3,Physical,High,1,Low,Yes,good
37,F,179,91,Free,3,Physical,Low,1,Middle,Yes,bad
43,M,140,45,Free,0,Online,High,0,Low,Yes,bad
30,F,175,88,Free,0,Physical,High,1,High,Yes,bad
53,M,172,43,Free,6,Online,High,0,High,No,bad
41,M,182,61,Serious,6,Physical,High,1,Middle,Yes,good
48,F,178,57,Serious,5,Physical,High,1,Middle,Yes,good
51,M,172,84,Serious,5,Physical,High,0,High,Yes,good
28,F,174,76,Serious,0,Physical,Low,0,Middle,No,bad
44,M,186,58,Serious,4,Online,High,0,Low,Yes,bad
49,F,168,88,Serious,1,Online,High,0,Low,No,bad
39,M,155,44,Free,4,Online,Low,1,Middle,Yes,bad
39,M,158,94,Serious,6,Physical,High,0,High,Yes,good
52,M,151,93,Serious,0,Physical,Low,0,Middle,No,bad
58,F,161,59,Free,3,Online,Low,1,Middle,Yes,bad
62,F,148,51,Free,5,Physical,High,1,Middle,No,bad
33,M,150,100,Free,0,Physical,High,1,Low,Yes,bad
25,F,158,94,Free,1,Physical,Low,1,High,Yes,bad
62,F,183,94,Serious,6,Physical,High,0,High,Yes,good
43,M,184,50,Free,2,Online,Low,1,Low,Yes,bad
39,M,149,60,Serious,6,Physical,High,0,Middle,Yes,good
34,F,185,57,Serious,4,Physical,High,1,High,Yes,good
65,F,162,43,Serious,5,Physical,High,0,High,Yes,good
40,F,153,53,Serious,0,Physical,Low,1,Low,Yes,bad
33,M,155,63,Serious,6,Physical,High,0,Middle,Yes,good
58,F,151,56,Serious,3,Physical,High,1,High,Yes,good
36,M,181,41,Serious,6,Physical,High,0,Middle,Yes,good
46,F,186,64,Serious,5,Online,Low,1,Middle,Yes,bad
43,F,187,53,Serious,5,Physical,High,0,Low,Yes,good
34,M,179,82,Serious,5,Physical,High,1,Middle,Yes,good
65,F,147,99,Serious,3,Physical,High,0,Middle,Yes,good
62,M,187,70,Serious,3,Physical,High,1,High,Yes,good
29,F,141,72,Free,6,Online,High,0,Low,Yes,bad
58,M,158,54,Serious,3,Physical,High,0,Low,Yes,good
62,F,153,54,Serious,5,Physical,High,0,Low,Yes,good
39,M,174,55,Serious,5,Physical,High,0,High,Yes,good
55,F,181,84,Free,6,Physical,High,0,Low,Yes,bad
27,F,157,78,Free,2,Online,Low,0,Middle,Yes,bad
49,F,178,56,Free,0,Online,High,0,Low,No,bad
34,M,160,66,Free,2,Online,High,1,Middle,No,bad
47,M,163,64,Serious,4,Physical,Low,1,Low,Yes,bad
37,M,151,57,Serious,3,Physical,High,1,High,Yes,good
54,F,147,51,Serious,4,Physical,High,0,High,Yes,good
57,F,152,58,Free,6,Online,Low,1,High,No,bad
64,M,180,71,Serious,3,Physical,High,1,Middle,Yes,good
35,M,163,73,Serious,4,Physical,High,1,High,Yes,good
43,F,167,72,Free,3,Online,Low,1,Low,Yes,bad
64,M,186,80,Serious,5,Physical,High,1,Low,Yes,good
59,F,179,43,Free,3,Online,Low,1,Low,Yes,bad
54,F,185,63,Serious,2,Physical,High,0,High,No,bad
62,M,170,66,Serious,0,Online,Low,1,Middle,No,bad
46,M,149,42,Serious,4,Physical,High,1,Low,Yes,good
64,F,176,43,Serious,3,Physical,High,0,High,Yes,good
53,M,141,80,Serious,6,Physical,High,1,High,Yes,good
28,F,142,87,Serious,5,Physical,High,0,Middle,Yes,good
33,M,171,96,Serious,6,Physical,High,0,Middle,Yes,good
27,M,165,91,Free,5,Online,High,1,Middle,No,bad
64,F,181,98,Free,1,Physical,High,0,Middle,Yes,bad
49,F,149,52,Serious,2,Online,Low,0,High,Yes,bad
44,F,165,68,Serious,0,Physical,High,1,Low,No,bad
48,F,160,47,Serious,3,Physical,Low,0,Middle,No,bad
38,F,151,60,Serious,4,Physical,Low,1,Middle,No,bad
40,M,146,88,Serious,4,Physical,High,0,Low,Yes,good
46,F,188,76,Serious,3,Physical,High,1,High,Yes,good
64,M,178,81,Serious,3,Physical,High,0,High,Yes,good
55,M,169,94,Serious,6,Physical,High,0,High,Yes,good
31,F,158,51,Serious,5,Physical,High,0,High,Yes,good
48,M,180,67,Serious,4,Physical,High,0,High,Yes,good
30,M,183,60,Serious,4,Physical,Low,0,High,Yes,bad
47,F,151,68,Serious,3,Physical,High,0,Low,Yes,good
48,M,175,54,Serious,3,Physical,High,0,Middle,Yes,good
51,M,170,92,Serious,4,Online,High,0,Middle,No,bad
63,F,188,54,Serious,4,Online,Low,1,Low,No,bad
49,F,162,45,Free,0,Online,High,0,High,No,bad
33,F,186,71,Serious,2,Online,High,1,Low,No,bad
63,M,142,43,Serious,4,Physical,High,1,Middle,Yes,good
58,M,168,92,Serious,6,Physical,High,0,Middle,Yes,good
63,M,150,89,Serious,5,Physical,High,0,High,Yes,good
53,F,155,79,Free,6,Physical,High,0,High,Yes,bad
39,M,141,79,Free,6,Online,Low,0,Low,Yes,bad
29,F,175,42,Serious,3,Physical,High,1,Middle,Yes,good
36,F,164,47,Serious,4,Physical,Low,1,Low,Yes,bad
51,M,170,72,Serious,5,Physical,High,1,High,Yes,good
57,F,184,91,Serious,6,Physical,Low,1,Middle,Yes,bad
54,F,186,96,Serious,5,Physical,High,1,High,Yes,good
37,M,145,88,Serious,3,Online,High,0,Low,Yes,bad
63,M,158,58,Free,5,Online,High,1,Middle,No,bad
44,M,150,87,Free,2,Physical,High,0,Middle,No,bad
51,M,142,84,Free,4,Online,Low,1,High,No,bad
27,F,155,87,Serious,5,Physical,High,0,Low,Yes,good
43,M,171,70,Serious,5,Physical,High,1,Low,Yes,good
40,M,161,73,Serious,0,Online,Low,0,Low,No,bad
52,F,157,63,Serious,6,Physical,High,1,Low,Yes,good
61,M,164,69,Serious,0,Physical,High,1,High,No,bad
31,F,171,75,Free,0,Online,High,0,High,Yes,bad
35,M,151,62,Serious,5,Physical,High,0,High,Yes,good
41,F,166,66,Serious,3,Physical,High,0,High,Yes,good
56,M,178,99,Serious,5,Physical,High,1,Middle,Yes,good
25,M,184,75,Serious,6,Physical,High,0,Middle,Yes,good
26,M,172,47,Serious,6,Physical,High,0,Low,Yes,good
51,F,190,69,Serious,3,Physical,High,1,Low,Yes,good
56,M,178,76,Serious,4,Physical,High,1,Low,Yes,good
50,F,157,49,Free,3,Physical,Low,0,Low,Yes,bad
62,F,170,64,Serious,5,Physical,High,0,Middle,Yes,good
43,F,142,87,Serious,3,Physical,High,0,High,Yes,good
44,M,183,86,Serious,0,Online,Low,1,Middle,No,bad
45,F,169,42,Serious,5,Physical,High,1,Middle,Yes,good
55,F,158,68,Serious,4,Physical,High,0,Middle,Yes,good
58,M,162,100,Serious,1,Online,High,1,Low,No,bad
36,F,172,44,Serious,3,Physical,High,1,Low,No,bad
52,F,141,42,Serious,6,Physical,High,0,Low,Yes,good
40,M,167,82,Serious,3,Physical,High,1,High,Yes,good
50,F,190,82,Serious,6,Physical,High,1,High,Yes,good
50,M,163,93,Serious,5,Physical,High,0,Middle,Yes,good
53,F,186,99,Serious,6,Physical,High,0,High,Yes,good
45,M,154,63,Serious,3,Physical,High,1,High,Yes,good
34,F,142,59,Free,2,Online,High,0,Middle,Yes,bad
59,F,183,42,Serious,5,Physical,Low,0,Middle,Yes,bad
53,M,148,42,Serious,4,Physical,High,1,Middle,Yes,good
47,M,140,82,Serious,4,Online,High,1,Middle,No,bad
27,F,175,85,Serious,4,Physical,High,0,Low,Yes,good
55,F,166,97,Free,2,Online,Low,0,High,No,bad
57,M,154,80,Serious,4,Physical,High,0,Middle,Yes,good
53,M,147,69,Serious,5,Physical,High,1,Low,Yes,good
62,F,168,98,Serious,2,Online,Low,1,Middle,No,bad
43,M,152,74,Serious,3,Physical,High,0,Middle,Yes,good
32,M,174,60,Serious,5,Physical,High,0,Low,Yes,good
54,M,186,46,Serious,4,Physical,High,1,Middle,Yes,good
51,M,142,58,Free,4,Physical,High,0,Middle,No,bad
